row ID,TruePositives,FalsePositives,TrueNegatives,FalseNegatives,Recall,Precision,Sensitivity,Specifity,F-measure,Accuracy,Cohen's kappa,,,
3,1,0,14698,307,0.003246753,1,0.003246753,1,0.006472492,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.615220578,0.269534683,,,30
0,6151,3706,3804,1345,0.820570971,0.624023537,0.820570971,0.506524634,0.70892641,,,,,
1,3069,2077,6570,3290,0.482623054,0.596385542,0.482623054,0.759801087,0.533507171,,,,,
2,1,1,14281,723,0.001381215,0.5,0.001381215,0.999929982,0.002754821,,,,,
3,1,0,14698,307,0.003246753,1,0.003246753,1,0.006472492,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.614554178,0.26796786,,,31
0,6146,3692,3818,1350,0.819903949,0.624720472,0.819903949,0.508388815,0.709126572,,,,,
1,3079,2087,6560,3280,0.484195628,0.596012389,0.484195628,0.758644617,0.534316703,,,,,
2,1,1,14281,723,0.001381215,0.5,0.001381215,0.999929982,0.002754821,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.614820738,0.268570045,,,32
0,6147,3707,3803,1349,0.820037353,0.623807591,0.820037353,0.506391478,0.708587896,,,,,
1,3067,2083,6564,3292,0.482308539,0.595533981,0.482308539,0.759107205,0.532974194,,,,,
2,1,1,14281,723,0.001381215,0.5,0.001381215,0.999929982,0.002754821,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.614087698,0.267065609,,,33
0,6153,3735,3775,1343,0.82083778,0.622269417,0.82083778,0.502663116,0.707892315,,,,,
1,3044,2072,6575,3315,0.478691618,0.594996091,0.478691618,0.760379322,0.530544662,,,,,
2,1,1,14281,723,0.001381215,0.5,0.001381215,0.999929982,0.002754821,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.612954818,0.26467426,,,34
0,6154,3750,3760,1342,0.820971185,0.621365105,0.820971185,0.500665779,0.707356322,,,,,
1,3031,2069,6578,3328,0.476647272,0.594313725,0.476647272,0.760726263,0.529016494,,,,,
2,1,1,14281,723,0.001381215,0.5,0.001381215,0.999929982,0.002754821,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.612155138,0.26304188,,,35
0,6151,3765,3745,1345,0.820570971,0.620310609,0.820570971,0.498668442,0.706524236,,,,,
1,3019,2070,6577,3340,0.474760182,0.593240322,0.474760182,0.760610616,0.527428372,,,,,
2,1,0,14282,723,0.001381215,1,0.001381215,1,0.002758621,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.611155538,0.261022285,,,36
0,6151,3766,3744,1345,0.820570971,0.620248059,0.820570971,0.498535286,0.706483662,,,,,
1,3018,2071,6576,3341,0.474602925,0.59304382,0.474602925,0.760494969,0.527253669,,,,,
2,0,0,14282,724,0,,0,1,,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.611022258,0.260726741,,,37
0,6160,3772,3738,1336,0.821771612,0.620217479,0.821771612,0.497736352,0.706908423,,,,,
1,3006,2068,6579,3353,0.472715836,0.592432006,0.472715836,0.76084191,0.525846235,,,,,
2,0,0,14282,724,0,,0,1,,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.610822338,0.260240296,,,38
0,6160,3795,3715,1336,0.821771612,0.61878453,0.821771612,0.494673768,0.705976735,,,,,
1,2984,2067,6580,3375,0.469256172,0.590774104,0.469256172,0.760957558,0.523049956,,,,,
2,0,0,14282,724,0,,0,1,,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.609356257,0.257289577,,,39
0,6160,3808,3702,1336,0.821771612,0.617977528,0.821771612,0.492942743,0.705451214,,,,,
1,2971,2067,6580,3388,0.467211826,0.589718142,0.467211826,0.760957558,0.521365272,,,,,
2,0,0,14282,724,0,,0,1,,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.608489937,0.255549581,,,40
0,6159,3831,3679,1337,0.821638207,0.616516517,0.821638207,0.48988016,0.704449274,,,,,
1,2946,2070,6577,3413,0.46328039,0.587320574,0.46328039,0.760610616,0.517978022,,,,,
2,0,0,14282,724,0,,0,1,,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.606757297,0.252097016,,,41
0,6156,3848,3662,1340,0.821237994,0.615353858,0.821237994,0.487616511,0.703542857,,,,,
1,2933,2069,6578,3426,0.461236043,0.586365454,0.461236043,0.760726263,0.516327788,,,,,
2,0,0,14282,724,0,,0,1,,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.605691057,0.24996831,,,42
0,6154,3844,3666,1342,0.820971185,0.615523105,0.820971185,0.488149134,0.703555505,,,,,
1,2938,2070,6577,3421,0.462022331,0.586661342,0.462022331,0.760610616,0.516934987,,,,,
2,0,0,14282,724,0,,0,1,,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.605890977,0.250391784,,,43
0,6154,3859,3651,1342,0.820971185,0.614601019,0.820971185,0.486151798,0.702952767,,,,,
1,2923,2069,6578,3436,0.459663469,0.585536859,0.459663469,0.760726263,0.515020703,,,,,
2,1,0,14282,723,0.001381215,1,0.001381215,1,0.002758621,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.604958017,0.248544777,,,44
0,6147,3878,3632,1349,0.820037353,0.613167082,0.820037353,0.483621838,0.701672279,,,,,
1,2908,2072,6575,3451,0.457304608,0.583935743,0.457304608,0.760379322,0.512920011,,,,,
2,1,0,14282,723,0.001381215,1,0.001381215,1,0.002758621,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.603491937,0.245669033,,,45
0,6140,3882,3628,1356,0.819103522,0.612652165,0.819103522,0.483089214,0.700993264,,,,,
1,2902,2081,6566,3457,0.456361063,0.582380092,0.456361063,0.759338499,0.511726327,,,,,
2,1,0,14282,723,0.001381215,1,0.001381215,1,0.002758621,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.602625616,0.2440427,,,46
0,6132,3896,3614,1364,0.818036286,0.611487834,0.818036286,0.481225033,0.699840219,,,,,
1,2888,2088,6559,3471,0.454159459,0.580385852,0.454159459,0.75852897,0.509572122,,,,,
2,2,0,14282,722,0.002762431,1,0.002762431,1,0.005509642,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.601226176,0.241372824,,,47
0,6115,3895,3615,1381,0.81576841,0.610889111,0.81576841,0.481358189,0.698617617,,,,,
1,2884,2110,6537,3475,0.453530429,0.577492992,0.453530429,0.755984735,0.508059544,,,,,
2,2,0,14282,722,0.002762431,1,0.002762431,1,0.005509642,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.599826736,0.238842137,,,48
0,6108,3912,3598,1388,0.814834578,0.609580838,0.814834578,0.479094541,0.697419502,,,,,
1,2873,2111,6536,3486,0.451800598,0.576444623,0.451800598,0.755869088,0.506567927,,,,,
2,2,0,14282,722,0.002762431,1,0.002762431,1,0.005509642,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.598627216,0.236487236,,,49
0,6112,3922,3588,1384,0.815368196,0.609128962,0.815368196,0.477762983,0.697318882,,,,,
1,2866,2104,6543,3493,0.450699796,0.57665996,0.450699796,0.756678617,0.50595816,,,,,
2,2,0,14282,722,0.002762431,1,0.002762431,1,0.005509642,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.598427296,0.236004203,,,50
0,6097,3925,3585,1399,0.813367129,0.608361604,0.813367129,0.477363515,0.696084028,,,,,
1,2864,2118,6529,3495,0.450385281,0.57486953,0.450385281,0.755059558,0.5050701,,,,,
2,2,0,14282,722,0.002762431,1,0.002762431,1,0.005509642,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.597294416,0.233937196,,,51
0,6097,3935,3575,1399,0.813367129,0.607755183,0.813367129,0.476031957,0.695686901,,,,,
1,2852,2120,6527,3507,0.448498192,0.573612228,0.448498192,0.754828264,0.503397758,,,,,
2,2,0,14282,722,0.002762431,1,0.002762431,1,0.005509642,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.596494735,0.232342237,,,52
0,6114,3937,3573,1382,0.815635005,0.608297682,0.815635005,0.475765646,0.69687126,,,,,
1,2853,2100,6547,3506,0.448655449,0.576014537,0.448655449,0.757141205,0.504420085,,,,,
2,2,0,14282,722,0.002762431,1,0.002762431,1,0.005509642,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.597694256,0.234484573,,,53
0,6120,3934,3576,1376,0.816435432,0.60871295,0.816435432,0.476165113,0.697435897,,,,,
1,2856,2094,6553,3503,0.449127221,0.576969697,0.449127221,0.757835087,0.505084446,,,,,
2,2,0,14282,722,0.002762431,1,0.002762431,1,0.005509642,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.598294016,0.235603775,,,54
0,6119,3939,3571,1377,0.816302028,0.608371446,0.816302028,0.475499334,0.69716304,,,,,
1,2854,2092,6555,3505,0.448812706,0.577031945,0.448812706,0.758066381,0.504909332,,,,,
2,2,0,14282,722,0.002762431,1,0.002762431,1,0.005509642,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.598094096,0.235193959,,,55
0,6119,3948,3562,1377,0.816302028,0.607827555,0.816302028,0.474300932,0.696805785,,,,,
1,2845,2092,6555,3514,0.44739739,0.576260887,0.44739739,0.758066381,0.50371813,,,,,
2,2,0,14282,722,0.002762431,1,0.002762431,1,0.005509642,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.597494336,0.233986404,,,56
0,6121,3969,3541,1375,0.816568837,0.606640238,0.816568837,0.47150466,0.696121915,,,,,
1,2824,2090,6557,3535,0.444094983,0.574684575,0.444094983,0.758297675,0.501020137,,,,,
2,2,0,14282,722,0.002762431,1,0.002762431,1,0.005509642,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.596228175,0.231406888,,,57
0,6122,3991,3519,1374,0.816702241,0.605359438,0.816702241,0.468575233,0.695326254,,,,,
1,2807,2085,6562,3552,0.441421607,0.573793949,0.441421607,0.758875911,0.498977869,,,,,
2,1,0,14282,723,0.001381215,1,0.001381215,1,0.002758621,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.595095295,0.229043257,,,58
0,6126,4006,3504,1370,0.817235859,0.604619029,0.817235859,0.466577896,0.695030633,,,,,
1,2790,2083,6564,3569,0.438748231,0.572542582,0.438748231,0.759107205,0.496794872,,,,,
2,1,0,14282,723,0.001381215,1,0.001381215,1,0.002758621,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.594228975,0.227252589,,,59
0,6133,4031,3479,1363,0.818169691,0.603404172,0.818169691,0.463249001,0.694563986,,,,,
1,2771,2071,6576,3588,0.43576034,0.57228418,0.43576034,0.760494969,0.494777252,,,,,
2,0,0,14282,724,0,,0,1,,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.593362655,0.225327485,,,60
0,6142,4036,3474,1354,0.819370331,0.60345844,0.819370331,0.462583222,0.695032251,,,,,
1,2773,2055,6592,3586,0.436074855,0.574357912,0.436074855,0.762345322,0.495754,,,,,
2,0,0,14282,724,0,,0,1,,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.594095695,0.226619827,,,61
0,6149,4036,3474,1347,0.820304162,0.603730977,0.820304162,0.462583222,0.695548894,,,,,
1,2769,2052,6595,3590,0.435445825,0.574362166,0.435445825,0.762692263,0.495348837,,,,,
2,0,0,14282,724,0,,0,1,,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.594295615,0.226948679,,,62
0,6158,4037,3473,1338,0.821504803,0.604021579,0.821504803,0.462450067,0.696173195,,,,,
1,2773,2038,6609,3586,0.436074855,0.576387445,0.436074855,0.764311322,0.496508505,,,,,
2,0,0,14282,724,0,,0,1,,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.595161935,0.228525188,,,63
0,6163,4052,3458,1333,0.822171825,0.603328439,0.822171825,0.46045273,0.695951668,,,,,
1,2758,2033,6614,3601,0.433715993,0.575662701,0.433715993,0.764889557,0.49470852,,,,,
2,0,0,14282,724,0,,0,1,,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
